Sentence	MOR_Tier
the(se) fishes xxx down .	det|this-Def-Dem-Plur noun|fish-Plur adv|down .
down sli(de) the boys .	adv|down verb|slide-Inf-S det|the-Def-Art noun|boy-Plur-Acc .
down (s)lide (.) down slide .	adv|down noun|slide adp|down noun|slide .
this down slide .	det|this-Def-Dem-Sing adv|down noun|slide .
it's xxx down slide .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|down noun|slide .
an(d) it be on Bonnie &~uhn didn't you ?	cconj|and pron|it-Prs-Nom-S3 aux|be-Inf-S adp|on propn|Bonnie aux|do-Fin-Ind-Past-S3-irr~part|not pron|you-Prs-Nom-S2 ?
it's a scary one .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|scary-S1 noun|one .
it's a scary one .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|scary-S1 noun|one .
(th)at's a scary one .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|scary-S1 noun|one .
it's a scary .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|scary-S1 .
it's a (s)nake .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|snake .
&~aw the box is scary .	det|the-Def-Art noun|box aux|be-Fin-Ind-Pres-S3 adj|scary-S1 .
wook [: look] it's a chair .	verb|look-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|chair .
xxx and we wanna be a xxx .	cconj|and pron|we-Prs-Nom-P1 aux|wanna-Fin-S aux|be-Inf-S det|a-Ind-Art .
hope it is xxx .	verb|hope-Fin-Ind-Pres-S1 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
go there &~uhn don't it ?	verb|go-Fin-Imp-S adv|there aux|do-Fin-Ind-Pres-S~part|not pron|it-Prs-Nom-S3 ?
goes in there &~uhn don't it ?	verb|go-Fin-Ind-Pres-S3 adp|in adv|there aux|do-Fin-Ind-Pres-P3~part|not pron|it-Prs-Nom-S3 ?
don't it ?	aux|do-Fin-Imp-S~part|not pron|it-Prs-Nom-S3 ?
me only want my (h)ouse .	pron|I-Prs-Acc-S1 adv|only verb|want-Fin-Ind-Pres-S1 pron|my-Prs-Gen-S1 noun|house-Acc .
can't push the window .	aux|can-Fin-S~part|not verb|push-Fin-Imp-S det|the-Def-Art noun|window-Acc .
it's stuck .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 .
it's stuck .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 .
it's locked .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|lock-Part-Past-S .
where's Tom goin(g) ?	adv|where~aux|be-Fin-Ind-Pres-S3 propn|Tom verb|go-Part-Pres-S ?
Tom Tom go &-er far away .	propn|Tom propn|Tom verb|go-Fin-Ind-Pres-S3 adv|far adv|away .
here we are .	adv|here pron|we-Prs-Nom-P1 aux|be-Fin-Ind-Pres-P1 .
++ I got A(ct)ion Man too .	pron|I-Prs-Nom-S1 verb|get-Fin-Ind-Past-S1-irr propn|Action propn|Man-Acc adv|too .
got A(ct)ion Man too .	verb|get-Fin-Ind-Past-S1-irr propn|Action propn|Man-Acc adv|too .
is p(r)etty Barbie &~uhn i(sn't) she ?	aux|be-Fin-Ind-Pres-S3 adv|pretty propn|Barbie aux|be-Fin-Ind-Pres-S3~part|not pron|she-Prs-Nom-S3 ?
I swim too .	pron|I-Prs-Nom-S1 verb|swim-Fin-Ind-Pres-S1 adv|too .
this go on (th)ere &~uhn don't it ?	pron|this-Dem-S1 verb|go-Fin-Imp-S adp|on adv|there aux|do-Fin-Ind-Pres-P3~part|not pron|it-Prs-Nom-S3 ?
I did f(l)ower .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1-irr verb|flower-Inf-S .
can I help you ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|help-Inf-S pron|you-Prs-Acc-S2 ?
can I help you ? [+ srp]	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|help-Inf-S pron|you-Prs-Acc-S2 ?
can I help you ? [+ srp]	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|help-Inf-S pron|you-Prs-Acc-S2 ?
can I help you ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|help-Inf-S pron|you-Prs-Acc-S2 ?
here xxx Barbie .	adv|here propn|Barbie .
oh my god you can('t) believe (th)is .	intj|oh pron|my-Prs-Gen-S1 noun|god pron|you-Prs-Nom-S2 aux|can-Fin-S~part|not verb|believe-Inf-S pron|this-Dem-S1 .
Batman (.) mummy can race you .	propn|Batman noun|mummy aux|can-Fin-S verb|race-Inf-S pron|you-Prs-Acc-S2 .
what did you do ?	pron|what-Int-S1 aux|do-Fin-Ind-Past-S2-irr pron|you-Prs-Nom-S2 verb|do-Inf-S ?
&~aw it's all xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|all-Def-Tot .
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
what's (th)at ? [+ srp]	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
i(s) not ve(r)y nice &~uhn is it ?	aux|be-Fin-Ind-Pres-S3 part|not adv|very adj|nice-S1 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 ?
&~a:h (th)is nice &~uhn i(s)n't it ?	det|this-Def-Dem-Sing noun|nice aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?
that's your tea cake .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 noun|tea noun|cake .
they're for parties .	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adp|for noun|party-Plur .
here (.) xxx gotta see the man (.) xxx .	adv|here aux|getta-Fin-S verb|see-Inf-S det|the-Def-Art noun|man-Acc .
&~aw , oh no , is a xxx before (fl)ower .	cm|cm intj|oh intj|no cm|cm aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adp|before noun|flower .
he doe [: go] over (th)ere doin(g) (th)is .	pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adv|over adv|there verb|do-Part-Pres-S pron|this-Dem-S1 .
(tha)t's a big table &~uhn i(s)n't it ?	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|big-S1 noun|table aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?
that's big .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|big-S1 .
xxx Barbie Action Man we do xxx .	propn|Barbie propn|Action propn|Man pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Pres-P1 .
here want &-er button ?	adv|here verb|want-Fin-Ind-Pres-P3 noun|button-Acc ?
I don('t) (h)ave my din(ner) (.) no (h)ad my dinner .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|have-Inf-S pron|my-Prs-Gen-S1 noun|dinner-Acc intj|no verb|have-Fin-Ind-Past-S3-irr pron|my-Prs-Gen-S1 noun|dinner-Acc .
this xxx there .	pron|this-Dem-S1 adv|there .
I sink [: think] so .	pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 adv|so .
that's a big table .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|big-S1 noun|table .
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
can I make a &-er &-uh one &-er of a doy [: boy] <and a> [//] on a girl ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|make-Inf-S det|a-Ind-Art num|one adp|of det|a-Ind-Art noun|boy adp|on det|a-Ind-Art noun|girl ?
it is not finis(h) .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 part|not noun|finish .
is all them in ?	aux|be-Fin-Ind-Pres-S3 det|all-Def-Tot pron|they-Prs-Acc-P3 adp|in ?
that good &~uhn isn't it ?	sconj|that noun|good aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?
mum that one be in park .	noun|mum sconj|that noun|one aux|be-Inf-S adp|in noun|park .
mum what's these ?	noun|mum pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-P1 ?
what are these &-er ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 pron|this-Dem-P1 ?
&-er why what's this for ?	adv|why pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 adp|for ?
and &-er what's that ?	cconj|and pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
and a little boy and a little girl again .	cconj|and det|a-Ind-Art adj|little-S1 noun|boy cconj|and det|a-Ind-Art adj|little-S1 noun|girl adv|again .
&-um that's a boy .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .
what tan [: can] we do now ?	pron|what-Int-S1 aux|can-Fin-S pron|we-Prs-Nom-P1 verb|do-Inf-S adv|now ?
&~a:h yes I do .	intj|yes pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1 .
we didn't have this .	pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Past-P1-irr~part|not verb|have-Inf-S pron|this-Dem-S1 .
I [/] I just going to find some .	pron|I-Prs-Nom-S1 adv|just verb|go-Part-Pres-S part|to verb|find-Inf-S det|some-Def-Ind .
yeah just put it there .	intj|yeah adv|just verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adv|there .
just put it near you want put it mum .	adv|just verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|near pron|you-Prs-Nom-S2 verb|want-Fin-Ind-Pres-S2 verb|put-Inf-Past-S-irr pron|it-Prs-Acc-S3 noun|mum-Acc .
&-um can I have that as well ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|have-Inf-S pron|that-Dem adv|as adv|well ?
know what I'll put in it mummy .	verb|know-Fin-Imp-S pron|what-Rel-S1 pron|I-Prs-Nom-S1~aux|will-Fin-S verb|put-Inf-S adp|in pron|it-Prs-Acc-S3 noun|mummy .
&-er I don't know what we did now mum .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S pron|what-Rel-S1 pron|we-Prs-Nom-P1 verb|do-Fin-Ind-Past-P1-irr adv|now noun|mum-Acc .
it &-er have taked her hat off mum .	pron|it-Prs-Nom-S3 aux|have-Fin-Ind-Pres-P3 verb|take-Part-Past-S pron|her-Prs-Gen-S3 noun|hat-Acc adp|off noun|mum .
will you ?	aux|will-Fin-S pron|you-Prs-Nom-S2 ?
&-er was some in [/] in my little truck &-er xxx .	aux|be-Fin-Ind-Past-S3-irr det|some-Def-Ind adp|in pron|my-Prs-Gen-S1 adj|little-S1 noun|truck .
was some in my little truck &-er &-uh &-er in trailer .	aux|be-Fin-Ind-Past-S3-irr det|some-Def-Ind adp|in pron|my-Prs-Gen-S1 adj|little-S1 noun|truck adp|in noun|trailer .
no (.) was home [: some] little stones .	intj|no aux|be-Fin-Ind-Past-S3-irr det|some-Def-Ind adj|little-S1 noun|stone-Plur .
&-er &-um &-er in [//] just in box .	adv|just adp|in noun|box .
yeah and [/] and tan [: can] we have some if you say ?	intj|yeah cconj|and aux|can-Fin-S pron|we-Prs-Nom-P1 verb|have-Inf-S det|some-Def-Ind sconj|if pron|you-Prs-Nom-S2 verb|say-Fin-Ind-Pres-S2 ?
tan [: can] we just &-er &-um +...	aux|can-Fin-S pron|we-Prs-Nom-P1 adv|just +...
++ tan [: can] [/] tan [: can] we if you say ?	aux|can-Fin-S pron|we-Prs-Nom-P1 sconj|if pron|you-Prs-Nom-S2 verb|say-Fin-Ind-Pres-S2 ?
it's under there .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|under adv|there .
that where you put it safe ?	sconj|that adv|where pron|you-Prs-Nom-S2 verb|put-Fin-Ind-Past-S2-irr pron|it-Prs-Acc-S3 adj|safe-S1 ?
&-um now tractor going to dig now .	adv|now noun|tractor verb|go-Part-Pres-S part|to verb|dig-Inf-S adv|now .
here's a xxx tractor mummy .	adv|here~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|tractor noun|mummy .
he's putting them in here mummy .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|put-Part-Pres-S pron|they-Prs-Acc-P3 adp|in adv|here noun|mummy .
&-um yeah then [/] then bin man come and +//.	intj|yeah adv|then propn|bin noun|man verb|come-Fin-S cconj|and +//.
<there is> [/] there is some (.) lots in there .	pron|there-Int-S1 verb|be-Fin-Ind-Pres-S3 det|some-Def-Ind noun|lot-Plur adp|in adv|there .
I just got some to wipe over here mummy .	pron|I-Prs-Nom-S1 adv|just verb|get-Fin-Ind-Past-S1-irr det|some-Def-Ind part|to verb|wipe-Inf-S adp|over adv|here noun|mummy-Acc .
&~a:h that's funny .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|funny-S1 .
here's little tiny one .	adv|here~aux|be-Fin-Ind-Pres-S3 adj|little-S1 adj|tiny-S1 noun|one .
that one is just +...	sconj|that noun|one aux|be-Fin-Ind-Pres-S3 adv|just +...
I'll put it on there .	pron|I-Prs-Nom-S1~aux|will-Fin-S verb|put-Inf-S pron|it-Prs-Acc-S3 adp|on adv|there .
&-um I will .	pron|I-Prs-Nom-S1 aux|will-Fin-S .
yeah we [//] only need one more we do .	intj|yeah adv|only verb|need-Fin-Imp-Pres-S num|one adj|more-Cmp-S1 pron|we-Prs-Nom-P1 verb|do-Fin-Ind-Pres-P1 .
can't put one more in mum .	aux|can-Fin-S~part|not verb|put-Fin-Imp-S num|one adj|more-Cmp-S1 adp|in noun|mum .
oh yeah this only little tiny one .	intj|oh intj|yeah det|this-Def-Dem-Sing adv|only adj|little-S1 adj|tiny-S1 noun|one .
mum where's bin oh ?	noun|mum adv|where~aux|be-Fin-Ind-Pres-S3 noun|bin intj|oh ?
not opening it yet .	part|not verb|open-Part-Pres-S pron|it-Prs-Acc-S3 adv|yet .
<put it> [//] can I put it back on ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|put-Inf-S pron|it-Prs-Acc-S3 adv|back adp|on ?
&~aw &~aw that [//] this is hallin [: falling] off .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|fall-Part-Pres-S adp|off .
&-er tell him he tan [: can] have two tractors .	verb|tell-Fin-Imp-S pron|he-Prs-Acc-S3 pron|he-Prs-Nom-S3 aux|can-Fin-S verb|have-Inf-S num|two noun|tractor-Plur-Acc .
no &-um he [/] he going dig first that little one .	intj|no pron|he-Prs-Nom-S3 verb|go-Part-Pres-S verb|dig-Inf-S adv|first det|that-Def-Dem-Sing adj|little-S1 noun|one .
yeah what rubbish we have got ?	intj|yeah det|what-Def-Int noun|rubbish pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1 verb|get-Part-Past-S-irr ?
yeah but I [/] I was just tipping all off .	intj|yeah cconj|but pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Past-S1-irr adv|just verb|tip-Part-Pres-S det|all-Def-Tot adp|off .
I was just tipping it all off .	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Past-S1-irr adv|just verb|tip-Part-Pres-S pron|it-Prs-Acc-S3 det|all-Def-Tot adp|off .
&-er how [/] how [/] how always do this noise ?	adv|how adv|always verb|do-Fin-Imp-S det|this-Def-Dem-Sing noun|noise-Acc ?
++ how always do that ?	adv|how adv|always verb|do-Fin-Imp-S pron|that-Dem ?
oh that's how we do now .	intj|oh pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|how pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Pres-P1 adv|now .
and then &-um what shall we do now ?	cconj|and adv|then pron|what-Int-S1 aux|shall-Fin-S pron|we-Prs-Nom-P1 verb|do-Inf-S adv|now ?
&-um what he does ?	pron|what-Int-S1 pron|he-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3 ?
what he gonna do ?	pron|what-Int-S1 pron|he-Prs-Nom-S3 adv|gonna verb|do-Fin-Ind-S ?
he putting them here .	pron|he-Prs-Nom-S3 verb|put-Part-Pres-S pron|they-Prs-Acc-P3 adv|here .
he's having xxx .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|have-Part-Pres-S .
he's going pick all that rubbish up now .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S verb|pick-Inf-S det|all-Def-Tot det|that-Def-Dem-Sing noun|rubbish-Acc adp|up adv|now .
&~a:h what's [/] what's he going do now ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|he-Prs-Nom-S3 verb|go-Part-Pres-S verb|do-Inf-S adv|now ?
ahhah he's [/] he's digging it all [/] all [/] all this mud here .	intj|ahhah pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|digg-Part-Pres-S pron|it-Prs-Acc-S3 det|all-Def-Tot det|this-Def-Dem-Sing noun|mud adv|here .
<I tan [: can]> [/] I tan [: can] put this on mum can +/.	pron|I-Prs-Nom-S1 aux|can-Fin-S verb|put-Inf-S pron|this-Dem-S1 adp|on noun|mum aux|can-Fin-S +/.
look it's on .	verb|look-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|on .
why mine stand up look ?	adv|why pron|my-Prs-S1 verb|stand-Fin-Ind-Pres-S1 adp|up noun|look-Acc ?
I [//] I'm putting it &-er in [/] in my hand mum .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|put-Part-Pres-S pron|it-Prs-Acc-S3 adp|in pron|my-Prs-Gen-S1 noun|hand noun|mum .
<he tan [: can] put> [//] where he tan [: can] put these rubbishes ?	adv|where pron|he-Prs-Nom-S3 aux|can-Fin-S verb|put-Inf-S det|this-Def-Dem-Plur noun|rubbishe-Plur-Acc ?
here put all this rubbish in here then &-er &-er he putting it all in there .	adv|here verb|put-Fin-Imp-S det|all-Def-Tot det|this-Def-Dem-Sing noun|rubbish-Acc adp|in adv|here adv|then pron|he-Prs-Nom-S3 verb|put-Part-Pres-S pron|it-Prs-Acc-S3 det|all-Def-Tot adp|in adv|there .
what [//] where he going to xxx +/.	adv|where pron|he-Prs-Nom-S3 verb|go-Part-Pres-S adp|to +/.
mum he tan't [: can't] .	noun|mum pron|he-Prs-Nom-S3 aux|can-Fin-S~part|not .
he's digging it mum .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|digg-Part-Pres-S pron|it-Prs-Acc-S3 noun|mum-Acc .
yeah he is .	intj|yeah pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
who's not ?	pron|who-Int~aux|be-Fin-Ind-Pres-S3 part|not ?
him [/] him digging putting all this rubbish in here .	pron|he-Prs-Acc-S3 verb|digg-Part-Pres-S verb|put-Ger-S det|all-Def-Tot det|this-Def-Dem-Sing noun|rubbish-Acc adp|in adv|here .
it is .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
&-er yeah I would whee !	intj|yeah pron|I-Prs-Nom-S1 aux|would-Fin-S adv|whee !
and this is &-um +...	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 +...
he's cleaning it .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|clean-Part-Pres-S pron|it-Prs-Acc-S3 .
what this one is in is like in (th)is tafe [: cafe] !	pron|what-Int-S1 det|this-Def-Dem-Sing noun|one aux|be-Fin-Ind-Pres-S3 adp|in aux|be-Fin-Ind-Pres-S3 intj|like adp|in det|this-Def-Dem-Sing noun|cafe !
he [/] he putting it in there .	pron|he-Prs-Nom-S3 verb|put-Part-Pres-S pron|it-Prs-Acc-S3 adp|in adv|there .
no them going watch bin man there while them having them dinner .	intj|no pron|they-Prs-Acc-P3 verb|go-Part-S verb|watch-Inf-S propn|bin noun|man-Acc adv|there sconj|while pron|they-Prs-Acc-P3 verb|have-Part-Pres-S pron|they-Prs-Acc-P3 noun|dinner-Acc .
what [/] what tan [: can] we do now ?	pron|what-Int-S1 aux|can-Fin-S pron|we-Prs-Nom-P1 verb|do-Inf-S adv|now ?
there's lots of nuts on there .	pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 noun|lot-Plur adp|of noun|nut-Plur adp|on adv|there .
what will ?	pron|what-Int-S1 aux|will-Fin-S ?
I'm not xxx now .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 part|not adv|now .
he's got (.) putting in [/] in bin .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr verb|put-Ger-S adp|in propn|bin .
he's putting all that rubbish <&-er rubbish> [>] .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|put-Part-Pres-S det|all-Def-Tot det|that-Def-Dem-Sing noun|rubbish-Acc adj|rubbish-S1 .
this is all bin man's rubbish .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|all-Def-Tot propn|bin noun|man~part|s noun|rubbish .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
ahhah that hasta go there .	intj|ahhah pron|that-Rel x|hasta verb|go-Fin-Imp-S adv|there .
yeah that hasta that's over +//.	intj|yeah sconj|that x|hasta pron|that-Rel~aux|be-Fin-Ind-Pres-S3 adv|over +//.
(pre)tend that's not allowed tome [: come] in <when it's> [/] when it's bed time .	verb|pretend-Fin-Imp-S pron|that-Rel~aux|be-Fin-Ind-Pres-S3 part|not verb|allow-Part-Past-S verb|come-Inf-S adp|in adv|when pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|bed noun|time .
pretend that's &-er xxx .	verb|pretend-Fin-Imp-S pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .
<they xxx> [/] they xxx they xxx hor [: for] long time &~uhn aren't they ?	pron|they-Prs-Nom-P3 pron|they-Prs-Nom-P3 adp|for adj|long-S1 noun|time aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?
&-er he's getting off now .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Pres-S adp|off adv|now .
oh I know what &-er we did last week &~uhn don't we ?	intj|oh pron|I-Prs-Nom-S1 verb|know-Fin-Ind-Pres-S1 pron|what-Rel-S1 pron|we-Prs-Nom-P1 verb|do-Fin-Ind-Past-P1-irr adj|last-S1 noun|week aux|do-Fin-Ind-Pres-P3~part|not pron|we-Prs-Nom-P1 ?
then them xxx .	adv|then pron|they-Prs-Acc-P3 .
no not yet when it full when we got some rubbish in it mum .	intj|no part|not adv|yet adv|when pron|it-Prs-Nom-S3 adj|full-S1 adv|when pron|we-Prs-Nom-P1 verb|get-Fin-Ind-Past-P1-irr det|some-Def-Ind noun|rubbish-Acc adp|in pron|it-Prs-Acc-S3 noun|mum .
what can I do now ?	pron|what-Int-S1 aux|can-Fin-S pron|I-Prs-Nom-S1 verb|do-Inf-S adv|now ?
don't know what to do now xxx .	aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S pron|what-Int-S1 part|to verb|do-Inf-S adv|now .
haven't read it for ages .	aux|have-Fin-Ind-Pres-S1~part|not verb|read-Part-Past-S-irr pron|it-Prs-Acc-S3 adp|for noun|age-Plur .
hole there .	noun|hole adv|there .
yeah look hole on there .	intj|yeah verb|look-Fin-Imp-S noun|hole-Acc adp|on adv|there .
I like them like this I do .	pron|I-Prs-Nom-S1 verb|like-Fin-Ind-Pres-S1 pron|they-Prs-Acc-P3 adp|like pron|this-Dem-S1 pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1 .
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .
and got &-er got [/] got [/] got that .	cconj|and aux|get-Fin-Ind-Past-S1-irr verb|get-Part-Past-S-irr pron|that-Dem .
can't remember xxx me .	aux|can-Fin-S~part|not verb|remember-Fin-Imp-S pron|I-Prs-Acc-S1 .
don't know what Lily give me .	aux|do-Fin-Ind-Pres-S1~part|not verb|know-Fin-Imp-S pron|what-Int-S1 propn|Lily verb|give-Fin-Ind-Pres-S3 pron|I-Prs-Acc-S1 .
no not didn't eat spiders .	intj|no part|not aux|do-Fin-Ind-Past-S3-irr~part|not verb|eat-Inf-S noun|spider-Plur-Acc .
no open when [/] when they tomed [: came] [*] (s)traight away .	det|no-Def-Neg adj|open-S1 adv|when pron|they-Prs-Nom-P3 verb|come-Fin-Ind-Past-P3-irr adv|straight adv|away .
I open them straight away .	pron|I-Prs-Nom-S1 verb|open-Fin-Ind-Pres-S1 pron|they-Prs-Acc-P3 adv|straight adv|away .
yeah <he didn't> [/] he didn't ate it all .	intj|yeah pron|he-Prs-Nom-S3 aux|do-Fin-Ind-Past-S3-irr~part|not verb|eat-Inf-S pron|it-Prs-Acc-S3 det|all-Def-Tot .
no he only had a bite .	intj|no pron|he-Prs-Nom-S3 adv|only verb|have-Fin-Ind-Past-S3-irr det|a-Ind-Art noun|bite-Acc .
I will show you now .	pron|I-Prs-Nom-S1 aux|will-Fin-S verb|show-Inf-S pron|you-Prs-Acc-S2 adv|now .
<I want> [/] I want one now .	pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 num|one adv|now .
I [/] I just gonna pinch one .	pron|I-Prs-Nom-S1 adv|just aux|gonna-Fin-S verb|pinch-Inf-S num|one .
I don't .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not .
going having it now .	verb|go-Part-Pres-S verb|have-Part-S pron|it-Prs-Acc-S3 adv|now .
he won't mind .	pron|he-Prs-Nom-S3 aux|will-Fin-S~part|not verb|mind-Inf-S .
I haven't +/.	pron|I-Prs-Nom-S1 aux|have-Fin-Ind-Pres-S1~part|not +/.
know where that goes (.) there look .	verb|know-Fin-Imp-S adv|where pron|that-Dem verb|go-Fin-Ind-Pres-S3 adv|there verb|look-Fin-Imp-S .
and that [/] that will go at &-er bottom xxx .	cconj|and pron|that-Dem aux|will-Fin-S verb|go-Inf-S adp|at noun|bottom .
and that will go on top of Wendy's face .	cconj|and pron|that-Dem aux|will-Fin-S verb|go-Inf-S adp|on noun|top adp|of propn|Wendy~part|s noun|face .
now we just need home [: some] of them .	adv|now pron|we-Prs-Nom-P1 adv|just verb|need-Fin-Ind-Pres-P1 det|some-Def-Ind adp|of pron|they-Prs-Acc-P3 .
now we just need that bit .	adv|now pron|we-Prs-Nom-P1 adv|just verb|need-Fin-Ind-Pres-P1 det|that-Def-Dem-Sing noun|bit-Acc .
we don't need that one yet .	pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Pres-P1~part|not verb|need-Inf-S det|that-Def-Dem-Sing noun|one-Acc adv|yet .
no we just xxx that .	intj|no pron|we-Prs-Nom-P1 adv|just pron|that-Dem .
xxx xxx <he hasta go> [//] she hasta go there .	pron|she-Prs-Nom-S3 x|hasta verb|go-Fin-S adv|there .
&-um &-er oops <that hasta go> [//] Horest hasta go there oops .	verb|oop-Fin-Imp-S propn|Horest-Acc x|hasta verb|go-Fin-Imp-S adv|there adv|oops .
that won't go in yet .	pron|that-Dem aux|will-Fin-S~part|not verb|go-Inf-S adp|in adv|yet .
no but this hasta go down here .	intj|no cconj|but det|this-Def-Dem-Sing noun|hasta verb|go-Fin-Imp-S adp|down adv|here .
